1490714194555	0.0	0.0	0.0	0.0
1490714200509	0.0	0.0	0.0	-0.25
1490714200542	0.0	0.0	0.0	-0.25
1490714200574	0.0	0.0	0.0	-0.25
1490714200607	0.0	0.0	0.0	-0.25
1490714200640	0.0	0.0	0.0	-0.25
1490714200673	0.0	0.0	0.0	-0.25
1490714200707	0.0	0.0	0.0	-0.25
1490714200742	0.0	0.0	0.0	-0.25
1490714200776	0.0	0.0	0.0	-0.25
1490714200807	0.0	0.0	0.0	-0.25
1490714200842	0.0	0.0	0.0	-0.25
1490714200876	0.0	0.0	0.0	-0.25
1490714200907	0.0	0.0	0.0	-0.25
1490714200943	0.0	0.0	0.0	-0.25
1490714200976	0.0	0.0	0.0	-0.25
1490714201006	0.0	0.0	0.0	-0.25
1490714201040	0.0	0.0	0.0	-0.25
1490714201073	0.0	0.0	0.0	-0.25
1490714201089	0.0	0.0	0.0	-0.25
1490714201123	0.0	0.0	0.0	-0.25
1490714201157	0.0	0.0	0.0	-0.25
1490714201174	0.0	0.0	0.0	-0.25
1490714201207	0.0	0.0	0.0	-0.25
1490714201240	0.0	0.0	0.0	-0.25
1490714201262	0.0	0.0	0.0	-0.25
1490714201295	0.0	0.0	0.0	-0.25
1490714201326	0.0	0.0	0.0	-0.25
1490714201341	0.0	0.0	0.0	-0.25
1490714201376	0.0	0.0	0.0	-0.25
1490714201407	0.0	0.0	0.0	-0.25
1490714201436	0.0	0.0	0.0	-0.25
1490714201467	0.0	0.0	0.0	-0.25
1490714201497	0.0	0.0	0.0	-0.25
1490714201510	0.0	0.0	0.0	-0.25
1490714201542	0.0	0.0	0.0	-0.25
1490714201576	0.0	0.0	0.0	-0.25
1490714201598	0.0	0.0	0.0	-0.25
1490714201631	0.0	0.0	0.0	-0.25
1490714201664	0.0	0.0	0.0	-0.25
1490714201681	0.0	0.0	0.0	-0.25
1490714201711	0.0	0.0	0.0	-0.25
1490714201742	0.0	0.0	0.0	-0.25
1490714201765	0.0	0.0	0.0	-0.25
1490714201799	0.0	0.0	0.0	-0.25
1490714201829	0.0	0.0	0.0	-0.25
1490714201848	0.0	0.0	0.0	-0.25
1490714201878	0.0	0.0	0.0	-0.25
1490714201909	0.0	0.0	0.0	-0.25
1490714201932	0.0	0.0	0.0	-0.25
1490714201965	0.0	0.0	0.0	-0.25
1490714201996	0.0	0.0	0.0	-0.25
1490714202013	0.0	0.0	0.0	-0.25
1490714202044	0.0	0.0	0.0	-0.25
1490714202079	0.0	0.0	0.0	-0.25
1490714202095	0.0	0.0	0.0	-0.25
1490714202126	0.0	0.0	0.0	-0.25
1490714202156	0.0	0.0	0.0	-0.25
1490714202177	0.0	0.0	0.0	-0.25
1490714202207	0.0	0.0	0.0	-0.25
1490714202242	0.0	0.0	0.0	-0.25
1490714202260	0.0	0.0	0.0	-0.25
1490714202292	0.0	0.0	0.0	-0.25
1490714202326	0.0	0.0	0.0	-0.25
1490714202350	0.0	0.0	0.0	-0.25
1490714202381	0.0	0.0	0.0	-0.25
1490714202412	0.0	0.0	0.0	-0.25
1490714202433	0.0	0.0	0.0	-0.25
1490714202465	0.0	0.0	0.0	-0.25
1490714202495	0.0	0.0	0.0	-0.25
1490714202528	0.0	0.0	0.0	-0.25
1490714202528	0.0	0.0	0.0	-0.25
1490714202559	0.0	0.0	0.0	-0.25
1490714202592	0.0	0.0	0.0	-0.25
1490714202599	0.0	0.0	0.0	-0.25
1490714202634	0.0	0.0	0.0	-0.25
1490714202667	0.0	0.0	0.0	-0.25
1490714202689	0.0	0.0	0.0	-0.25
1490714202724	0.0	0.0	0.0	-0.25
1490714202757	0.0	0.0	0.0	-0.25
1490714202773	0.0	0.0	0.0	-0.25
1490714202806	0.0	0.0	0.0	-0.25
1490714202841	0.0	0.0	0.0	-0.25
1490714202868	0.0	0.0	0.0	-0.25
1490714202900	0.0	0.0	0.0	-0.25
1490714202932	0.0	0.0	0.0	-0.25
1490714202941	0.0	0.0	0.0	-0.25
1490714202974	0.0	0.0	0.0	-0.25
1490714203004	0.0	0.0	0.0	-0.25
1490714203005	0.0	0.0	0.0	0.0
1490714203063	0.0	0.0	0.0	-0.25
1490714203093	0.0	0.0	0.0	-0.25
1490714203126	0.0	0.0	0.0	-0.25
1490714203157	0.0	0.0	0.0	-0.25
1490714203192	0.0	0.0	0.0	-0.25
1490714203227	0.0	0.0	0.0	-0.25
1490714203258	0.0	0.0	0.0	-0.25
1490714203292	0.0	0.0	0.0	-0.25
1490714203326	0.0	0.0	0.0	-0.25
1490714203357	0.0	0.0	0.0	-0.25
1490714203391	0.0	0.0	0.0	-0.25
1490714203423	0.0	0.0	0.0	-0.25
1490714203456	0.0	0.0	0.0	-0.25
1490714203490	0.0	0.0	0.0	-0.25
1490714203523	0.0	0.0	0.0	-0.25
1490714203557	0.0	0.0	0.0	-0.25
1490714203565	0.0	0.0	0.0	-0.25
1490714203598	0.0	0.0	0.0	-0.25
1490714203631	0.0	0.0	0.0	-0.25
1490714203647	0.0	0.0	0.0	-0.25
1490714203676	0.0	0.0	0.0	-0.25
1490714203706	0.0	0.0	0.0	-0.25
1490714203727	0.0	0.0	0.0	-0.25
1490714203758	0.0	0.0	0.0	-0.25
1490714203793	0.0	0.0	0.0	-0.25
1490714203795	0.0	0.0	0.0	0.0
1490714208459	-0.25	0.0	0.0	0.0
1490714208492	-0.25	0.0	0.0	0.0
1490714208524	-0.25	0.0	0.0	0.0
1490714208557	-0.25	0.0	0.0	0.0
1490714208593	-0.25	0.0	0.0	0.0
1490714208626	-0.25	0.0	0.0	0.0
1490714208660	-0.25	0.0	0.0	0.0
1490714208692	-0.25	0.0	0.0	0.0
1490714208726	-0.25	0.0	0.0	0.0
1490714208757	-0.25	0.0	0.0	0.0
1490714208790	-0.25	0.0	0.0	0.0
1490714208824	-0.25	0.0	0.0	0.0
1490714208833	0.0	0.0	0.0	0.0
1490714209295	0.25	0.0	0.0	0.0
1490714209329	0.25	0.0	0.0	0.0
1490714209360	0.25	0.0	0.0	0.0
1490714209392	0.25	0.0	0.0	0.0
1490714209426	0.25	0.0	0.0	0.0
1490714209459	0.25	0.0	0.0	0.0
1490714209492	0.25	0.0	0.0	0.0
1490714209526	0.25	0.0	0.0	0.0
1490714209557	0.25	0.0	0.0	0.0
1490714209591	0.25	0.0	0.0	0.0
1490714209627	0.25	0.0	0.0	0.0
1490714209660	0.25	0.0	0.0	0.0
1490714209692	0.25	0.0	0.0	0.0
1490714209726	0.25	0.0	0.0	0.0
1490714209757	0.25	0.0	0.0	0.0
1490714209789	0.25	0.0	0.0	0.0
1490714209824	0.25	0.0	0.0	0.0
1490714209856	0.25	0.0	0.0	0.0
1490714209890	0.25	0.0	0.0	0.0
1490714209923	0.25	0.0	0.0	0.0
1490714209956	0.25	0.0	0.0	0.0
1490714209990	0.25	0.0	0.0	0.0
1490714210024	0.25	0.0	0.0	0.0
1490714210057	0.25	0.0	0.0	0.0
1490714210092	0.25	0.0	0.0	0.0
1490714210127	0.25	0.0	0.0	0.0
1490714210157	0.25	0.0	0.0	0.0
1490714210192	0.25	0.0	0.0	0.0
1490714210223	0.25	0.0	0.0	0.0
1490714210257	0.25	0.0	0.0	0.0
1490714210275	0.0	0.0	0.0	0.0
1490714214049	0.0	0.0	0.0	-0.25
1490714214082	0.0	0.0	0.0	-0.25
1490714214115	0.0	0.0	0.0	-0.25
1490714214136	0.0	0.0	0.0	-0.25
1490714214171	0.0	0.0	0.0	-0.25
1490714214202	0.0	0.0	0.0	-0.25
1490714214223	0.0	0.0	0.0	-0.25
1490714214257	0.0	0.0	0.0	-0.25
1490714214286	0.0	0.0	0.0	-0.25
1490714214312	0.0	0.0	0.0	-0.25
1490714214343	0.0	0.0	0.0	-0.25
1490714214376	0.0	0.0	0.0	-0.25
1490714214395	0.0	0.0	0.0	-0.25
1490714214426	0.0	0.0	0.0	-0.25
1490714214457	0.0	0.0	0.0	-0.25
1490714214472	0.0	0.0	0.0	0.0
1490714215281	0.0	0.0	0.0	-0.25
1490714215316	0.0	0.0	0.0	-0.25
1490714215349	0.0	0.0	0.0	-0.25
1490714215366	0.0	0.0	0.0	-0.25
1490714215399	0.0	0.0	0.0	-0.25
1490714215429	0.0	0.0	0.0	-0.25
1490714215452	0.0	0.0	0.0	-0.25
1490714215484	0.0	0.0	0.0	-0.25
1490714215515	0.0	0.0	0.0	-0.25
1490714215540	0.0	0.0	0.0	-0.25
1490714215574	0.0	0.0	0.0	-0.25
1490714215608	0.0	0.0	0.0	-0.25
1490714215628	0.0	0.0	0.0	-0.25
1490714215659	0.0	0.0	0.0	-0.25
1490714215668	0.0	0.0	0.0	0.0
