0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.262252181768417358e-01,-8.477361798286437988e-01,-6.664299368858337402e-01,5.341253057122230530e-02,7.048997879028320312e-01,-6.280617415904998779e-02,1.890630483627319336e+00,5.570291355252265930e-02,-1.311983466148376465e+00,1.004426404833793640e-01,-2.327868938446044922e+00,-7.983376830816268921e-02,-9.230452179908752441e-01,1.981371827423572540e-02,7.234166860580444336e-01,-7.487586885690689087e-02,-9.815667271614074707e-01,-4.496865719556808472e-02
-5.284020677208900452e-02,1.810026288032531738e+00,1.382812142372131348e+00,2.777979075908660889e-01,-4.779859781265258789e-01,2.023936659097671509e-01,-1.270548939704895020e+00,4.922381415963172913e-02,-1.337220907211303711e+00,-1.776608526706695557e-01,8.590924739837646484e-02,-1.946970582008361816e+00,-7.529229521751403809e-01,4.490591213107109070e-02,5.774475932121276855e-01,2.985366582870483398e-01,5.018744468688964844e-01,1.814652383327484131e-01
4.634175077080726624e-02,9.199596047401428223e-01,-1.160593748092651367e+00,-5.575302988290786743e-02,4.545976519584655762e-01,-2.713568210601806641e-01,1.499199748039245605e+00,4.101543501019477844e-02,-1.340953469276428223e+00,6.937528960406780243e-03,-7.357307523488998413e-02,1.345164060592651367e+00,8.391228914260864258e-01,1.326855719089508057e-01,-3.853756189346313477e-01,-3.020588755607604980e-01,4.684489071369171143e-01,-1.916867941617965698e-01
-1.042937397956848145e+00,-7.689042687416076660e-01,8.236809372901916504e-01,-1.939123682677745819e-02,7.515965700149536133e-01,-1.843688637018203735e-01,7.707129120826721191e-01,-7.928512692451477051e-01,1.054556727409362793e+00,-7.456998806446790695e-03,7.286173105239868164e-02,-1.761504888534545898e+00,-6.238187551498413086e-01,-6.509427912533283234e-03,1.292850915342569351e-02,-5.162011981010437012e-01,-5.346972942352294922e-01,-4.950031265616416931e-02
-1.565695106983184814e-01,9.011191725730895996e-01,-5.057016015052795410e-01,1.880859024822711945e-02,2.213052846491336823e-02,-6.817712187767028809e-01,-1.084586739540100098e+00,7.743108868598937988e-01,9.732009172439575195e-01,6.554996967315673828e-02,-1.282344222068786621e+00,-9.663297235965728760e-02,-4.879548847675323486e-01,-2.412681281566619873e-01,-5.420731306076049805e-01,2.470360994338989258e-01,-4.790148437023162842e-01,-2.610961496829986572e-01
-1.515843719244003296e-01,1.324341893196105957e+00,-8.245611786842346191e-01,-1.912650465965270996e-01,1.017293985933065414e-02,7.851278185844421387e-01,4.327036812901496887e-02,-1.152326941490173340e+00,-1.418301701545715332e+00,1.187926158308982849e-02,-5.785711109638214111e-02,1.202849388122558594e+00,5.198321938514709473e-01,3.468588590621948242e-01,-3.557270467281341553e-01,-5.992510318756103516e-01,4.843174517154693604e-01,-5.045213550329208374e-02
-1.930752024054527283e-02,8.248582482337951660e-01,8.250948190689086914e-01,8.291207998991012573e-02,-2.149588242173194885e-02,7.387148141860961914e-01,-1.218316316604614258e+00,-5.504388734698295593e-02,1.616132616996765137e+00,3.914539888501167297e-02,1.100521445274353027e+00,9.998318552970886230e-02,-7.640790939331054688e-01,-5.415129009634256363e-03,-6.845761537551879883e-01,-1.826436668634414673e-01,-4.661684632301330566e-01,-4.495940208435058594e-01
2.131683379411697388e-01,-7.633185386657714844e-01,8.479129076004028320e-01,-6.630466133356094360e-02,7.415966987609863281e-01,-5.283942222595214844e-01,2.853677980601787567e-02,9.617367386817932129e-01,9.168839454650878906e-01,-1.289207581430673599e-02,1.217735633254051208e-01,-1.298628687858581543e+00,6.141530871391296387e-01,6.163702812045812607e-03,6.182257533073425293e-01,3.756093382835388184e-01,-4.848852157592773438e-01,-3.630668222904205322e-01
-6.590657830238342285e-01,-5.867518782615661621e-01,-4.373525381088256836e-01,-3.677415251731872559e-01,8.908317089080810547e-01,8.229791373014450073e-02,7.591417431831359863e-01,-1.359500456601381302e-04,-1.013527154922485352e+00,-1.627293527126312256e-01,-1.340942144393920898e+00,-4.990842565894126892e-02,-6.275434494018554688e-01,-4.596305638551712036e-02,-5.913059711456298828e-01,1.230420023202896118e-01,-7.104739546775817871e-01,-1.769214570522308350e-01
