1490714549545	0	38	-52	-46	-84	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2112.0	2564.0	0	0	0	0	16116394
1490714549550	0	38	-52	-46	-84	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2112.0	2564.0	0	0	0	0	16116394
1490714549551	0	39	-65	-49	-83	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2056.0	2112.0	2564.0	0	0	0	0	16121459
1490714549553	0	39	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0
1490714549558	0	37	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0
1490714549560	0	37	-61	-45	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2060.0	2120.0	2564.0	0	0	0	0	16131439
1490714549563	0	37	-61	-45	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2060.0	2124.0	2564.0	0	0	0	0	16136535
1490714549565	0	37	-61	-45	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2060.0	2124.0	2564.0	0	0	0	0	16136535
1490714549568	0	37	-62	-46	-90	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2064.0	2128.0	2564.0	0	0	0	0	16141479
1490714549569	0	37	-62	-46	-90	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2064.0	2128.0	2564.0	0	0	0	0	16141479
1490714549573	0	37	-62	-46	-90	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2060.0	2132.0	2564.0	0	0	0	0	16146453
1490714549581	0	38	-60	-48	-84	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2060.0	2136.0	2564.0	0	0	0	0	16151428
1490714549583	0	38	-60	-48	-84	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2060.0	2140.0	2568.0	0	0	0	0	16156463
1490714549588	0	38	-56	-48	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2056.0	2140.0	2572.0	0	0	0	0	16161468
1490714549593	0	38	-56	-48	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2056.0	2140.0	2572.0	0	0	0	0	16166473
1490714549598	0	37	-59	-45	-89	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2136.0	2576.0	0	0	0	0	16171447
1490714549603	0	37	-59	-45	-89	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2048.0	2132.0	2580.0	0	0	0	0	16176605
1490714549608	0	38	-62	-50	-92	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2128.0	2584.0	0	0	0	0	16181549
1490714549613	0	38	-62	-50	-92	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2124.0	2588.0	0	0	0	0	16186614
1490714549618	0	39	-64	-48	-84	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2120.0	2588.0	0	0	0	0	16191467
1490714549626	0	39	-64	-48	-84	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2116.0	2588.0	0	0	0	0	16196502
1490714549628	0	39	-59	-53	-83	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2116.0	2588.0	0	0	0	0	16201507
1490714549633	0	39	-59	-53	-83	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2112.0	2584.0	0	0	0	0	16206542
1490714549638	0	38	-58	-50	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2112.0	2580.0	0	0	0	0	16211517
1490714549643	0	38	-58	-50	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2112.0	2576.0	0	0	0	0	16216644
1490714549649	0	38	-59	-53	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2116.0	2572.0	0	0	0	0	16221618
1490714549653	0	38	-59	-53	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2048.0	2116.0	2568.0	0	0	0	0	16226715
1490714549660	0	39	-59	-49	-85	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2116.0	2564.0	0	0	0	0	16231536
1490714549663	0	39	-59	-49	-85	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2116.0	2564.0	0	0	0	0	16236541
1490714549669	0	39	-60	-52	-88	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2120.0	2560.0	0	0	0	0	16241546
1490714549673	0	39	-60	-52	-88	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2056.0	2120.0	2560.0	0	0	0	0	16246612
1490714549678	0	37	-59	-49	-79	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2056.0	2124.0	2560.0	0	0	0	0	16251586
1490714549684	0	37	-59	-49	-79	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2056.0	2124.0	2564.0	0	0	0	0	16256713
1490714549688	0	38	-65	-53	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2124.0	2564.0	0	0	0	0	16261657
1490714549698	0	38	-65	-53	-87	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2052.0	2124.0	2568.0	0	0	0	0	16266784
1490714549702	0	39	-57	-45	-89	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2048.0	2120.0	2568.0	0	0	0	0	16271636
1490714549703	0	39	-57	-45	-89	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2048.0	2116.0	2572.0	0	0	0	0	16276641
1490714549708	0	39	-64	-52	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2116.0	2572.0	0	0	0	0	16281585
1490714549715	0	39	-64	-52	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2112.0	2576.0	0	0	0	0	16286682
1490714549721	0	37	-62	-52	-82	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2044.0	2108.0	2572.0	0	0	0	0	16291625
1490714549723	0	37	-62	-52	-82	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2108.0	2572.0	0	0	0	0	16296783
1490714549728	0	39	-60	-52	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2108.0	2568.0	0	0	0	0	16301696
1490714549734	0	39	-60	-52	-86	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2108.0	2568.0	0	0	0	0	16306671
1490714549738	0	39	-63	-51	-83	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2112.0	2564.0	0	0	0	0	16311676
1490714549743	0	39	-63	-51	-83	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2112.0	2564.0	0	0	0	0	16316711
1490714549749	0	38	-64	-48	-80	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	2040.0	2116.0	2560.0	0	0	0	0	16321685
